Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Tirumangalam,28.44524991,82.67639542,6.684381357,58.18713162,113,?,191,Mung Bean,155,27-Jan-12
Tirukkoyilur,27.96235681,83.97586797,6.581351374,48.9366954,69,?,194,Mung Bean,441,28-Jan-12
Tiruchuli,29.25649321,81.97952224,6.86483915,42.02483277,103,15,144,Mung Bean,772,29-Jan-12
Tiruchirappalli (West),28.36291385,,6.487124217,43.05130077,98,23,160,Mung Bean,754,30-Jan-12
Tiruchirappalli (East),27.62749466,86.49366929,6.605733068,39.26137642,77,11,166,Mung Bean,989,31-Jan-12
Tiruchengodu,28.66086349,86.12194568,6.860602782,50.01534317,126,11,175,Mung Bean,1024,1-Feb-12
Tiruchendur,29.2114218,87.11497805,,51.53848218,65,7,198,Mung Bean,1308,2-Feb-12
Tindivanam,29.40889385,86.16063492,6.365513634,53.35486977,103,10,169,Mung Bean,1308,3-Feb-12
Thuraiyur,28.02952623,84.8845732,6.556372966,36.12042927,69,14,154,Mung Bean,1351,4-Feb-12
Thousand Lights,28.08657178,80.35005927,6.760694228,38.14476781,54,?,162,Mung Bean,1529,5-Feb-12
Thoothukudi,29.16174608,80.28038146,6.715276663,40.16545979,104,23,176,Mung Bean,1490,6-Feb-12
Thondamuthur,29.8596912,,6.666380512,50.66487502,54,13,124,Mung Bean,1342,7-Feb-12
Thiruvottiyur,29.06631494,83.6869203,6.626629798,43.95183726,65,10,144,Mung Bean,1370,8-Feb-12
Thiruvidaimarudur,27.38538997,88.66663953,6.702772465,,103,11,150,Mung Bean,1452,9-Feb-12
Thiruverumbur,27.93034941,85.42058715,7.011030515,43.25095608,108,6,169,Mung Bean,1382,10-Feb-12
Thiruvarur,29.2808618,81.8009244,6.890156495,44.47427436,85,10,171,Mung Bean,1228,11-Feb-12
Thiruvallur,28.9973145,83.78911515,6.821747052,59.84499208,103,21,198,Mung Bean,225,12-Feb-12
Thiruvaiyaru,27.92678579,86.5543196,7.183189922,43.4826194,103,?,165,Mung Bean,8,13-Feb-12
Thiruthuraipoondi,28.5474135,88.9570454,6.27258822,49.4897245,111,?,165,Mung Bean,71,14-Feb-12
Thiruporur,29.36488409,89.1886954,6.679127482,48.30159325,85,9,159,Mung Bean,3,15-Feb-12
Thiruparankundram,28.56149805,83.63802195,6.689825155,41.013132,85,7,144,Mung Bean,4,16-Feb-12
Thirumayam,28.43683487,87.91332682,6.583381939,43.12063289,71,10,149,Mung Bean,34,17-Feb-12
Thiru. Vi. Ka. Nagar,28.79728147,80.45744422,6.725551062,44.30070517,60,13,194,Mung Bean,62,18-Feb-12
Thanjavur,28.7275267,89.12760359,7.069747814,58.52974279,79,13,195,Mung Bean,527,19-Feb-12
Thalli,27.95639663,83.52706038,6.921993878,43.25726752,99,10,126,Mung Bean,1060,20-Feb-12
Tenkasi,28.17458662,83.69659318,6.770955317,37.2464655,99,10,136,Mung Bean,1196,21-Feb-12
Tambaram,28.77653519,86.69133979,6.983130466,56.12443206,126,18,105,Mung Bean,1459,22-Feb-12
T. Nagar,28.438097,83.48991368,6.267684328,52.55469976,108,7,195,Mung Bean,1256,23-Feb-12
Sulur,28.97274022,60.50275586,4.800908436,186.5498269,98,7,154,Tea,1138,24-Feb-12
Srivilliputhur,21.61299778,,4.919827153,201.1799222,74,9,198,Tea,1036,25-Feb-12
Srirangam,26.71554771,56.28765802,4.993036384,151.3875598,118,25,164,Tea,1214,26-Feb-12
Sriperumbudur,27.36559349,62.74215557,4.606762414,192.9191932,98,7,179,Tea,858,27-Feb-12
Sivakasi,21.00527346,60.77131372,4.772296297,230.6059422,125,24,199,Tea,1181,28-Feb-12
Sivaganga,28.87307446,58.33021692,4.519362251,239.3774182,69,10,155,Tea,1238,29-Feb-12
Sirkazhi,25.25360803,62.32168144,4.937445982,238.5986386,92,7,110,Tea,1120,1-Mar-12
Singanallur,23.29235578,56.92431128,4.619441417,229.8478065,99,14,162,Tea,965,2-Mar-12
Sholingur,27.16935877,61.43782383,4.586794581,168.5259941,107,13,173,Tea,1088,3-Mar-12
Sholinganallur,22.06389813,64.90015786,4.587211525,155.4178681,?,21,199,Tea,977,4-Mar-12
Sholavandan,27.64363393,61.78526032,4.789560952,211.4984132,75,13,191,Tea,899,5-Mar-12
Senthamangalam,21.77257982,57.36551598,4.852144255,164.8080603,98,18,154,Tea,567,6-Mar-12
Sattur,21.14788645,60.59493367,4.538276284,242.7375694,66,18,130,Tea,259,7-Mar-12
Sankarapuram,23.42065805,62.80335017,4.52906137,207.9346869,103,18,160,Tea,3,8-Mar-12
Sankarankovil,23.49211409,55.50981676,4.571921666,248.0127192,107,13,163,Tea,1,9-Mar-12
Sankagiri,21.9348235,63.90516342,4.832617563,249.4180906,121,23,199,Tea,1,10-Mar-12
Salem (West),24.0028517,64.15172749,4.585519314,,109,19,103,Tea,2,11-Mar-12
Salem (South),23.03270612,58.77109509,4.688463852,243.5264931,113,18,198,Tea,26,12-Mar-12
Salem (North),23.34008469,62.36487289,4.640843481,190.8030418,?,33,103,Tea,48,13-Mar-12
Saidapet,25.69642083,64.47737389,4.804786385,248.6454371,94,7,169,Tea,445,14-Mar-12
Royapuram,22.50457269,61.89100336,4.903372634,245.8787983,69,10,164,Tea,716,15-Mar-12
Rishivandiyam,26.14390845,63.48370129,4.559542615,165.9686138,87,21,176,Tea,1028,16-Mar-12
Rasipuram,25.80495055,55.00985779,4.789734437,220.2481622,103,25,194,Tea,925,17-Mar-12
Ranipet,26.66413203,61.00949554,4.524595296,195.2644515,66,9,168,Tea,984,18-Mar-12
Ramanathapuram,26.1454261,63.23452521,4.669570248,235.3354816,94,25,194,Tea,905,19-Mar-12
Rajapalayam,24.16451828,56.79991063,4.921436311,235.9374819,113,?,175,Tea,818,20-Mar-12
Radhapuram,21.65594823,61.76715279,4.655763696,241.5411477,91,9,191,Tea,844,21-Mar-12
Pudukkottai,22.35753322,56.8091977,4.735721002,151.5420229,64,16,124,Tea,805,22-Mar-12
Poonamallee,21.96202221,62.1370184,4.859898552,247.9849425,74,9,169,Tea,1000,23-Mar-12
Poompuhar,21.10407321,57.50157537,4.971982923,243.6025436,74,10,180,Tea,1166,24-Mar-12
Ponneri,27.44758956,63.69135557,4.658126343,218.3234174,98,18,171,Tea,1431,25-Mar-12
Polur,,55.48736922,4.5025967,156.5019951,69,9,180,Tea,964,26-Mar-12
Pollachi,23.37388862,56.70918388,4.97103203,210.8450939,84,9,154,Tea,798,27-Mar-12
Perundurai,21.97467801,55.14035851,4.636239117,155.5288113,84,9,169,Tea,1027,28-Mar-12
Periyakulam,22.96228267,56.04805635,4.918981763,156.1374967,66,15,195,Tea,863,29-Mar-12
Peravurani,23.26790447,59.02050697,4.510646819,187.2409307,98,10,154,Tea,427,30-Mar-12
Perambur,22.24106122,62.85507946,4.553135524,244.6364888,64,?,194,Tea,212,31-Mar-12
Perambalur,22.63639552,58.32292132,4.512978813,209.8447099,95,7,103,Tea,59,1-Apr-12
Pennagaram,22.43163359,60.43807179,4.588707438,193.10972,95,10,190,Tea,37,2-Apr-12
Pattukkottai,25.08481552,64.29997775,4.710750607,173.9597671,98,21,177,Tea,1,3-Apr-12
Paramathi Velur,26.28259087,58.03195649,4.728712582,183.5504823,84,?,135,Tea,7,4-Apr-12
Paramakudi,22.11748525,64.12712782,4.842597238,177.6582205,98,10,138,Tea,41,5-Apr-12
Pappireddippatti,24.57238439,56.50279108,4.697892434,239.435644,89,54,138,Tea,52,6-Apr-12
Papanasam,25.08757528,60.95161755,4.922258647,168.8599817,64,8,180,Tea,431,7-Apr-12
Panruti,21.72328562,61.19266527,4.848392144,164.9584071,105,?,118,Tea,561,8-Apr-12
Pallavaram,23.34518123,55.7987668,4.84523927,207.0690528,96,16,103,Tea,679,9-Apr-12
Palladam,25.7651492,55.18131159,4.562853017,181.3792303,71,9,172,Tea,836,10-Apr-12
Palayamkottai,27.57410935,59.30493164,4.888876453,229.527211,99,15,?,Tea,1017,11-Apr-12
Palani,26.74935754,57.82609505,4.604537632,186.2506936,85,14,103,Tea,895,12-Apr-12
Palacode,23.56110792,58.64932753,4.621923702,,119,7,198,Tea,854,13-Apr-12
Padmanabhapuram,26.09137527,62.17607087,4.941233385,188.1757882,60,9,165,Tea,1162,14-Apr-12
Ottapidaram,21.31615361,63.99928025,4.5280571,216.1093103,100,15,166,Tea,839,15-Apr-12
Orathanadu,26.62272203,62.55859662,4.922470856,181.1012809,71,9,146,Tea,1106,16-Apr-12
Omalur,26.38807394,63.31950813,4.579477415,228.1585451,113,?,108,Tea,1162,17-Apr-12
Oddanchatram,25.32490809,55.66081535,4.633435925,246.4004033,64,15,179,Tea,1288,18-Apr-12
Nominated (Anglo-Indian community,21.54495141,55.0685244,4.938014641,221.6872243,64,13,104,Tea,1077,19-Apr-12
Nilakottai,22.1183518,63.70365465,4.844953467,185.2815085,103,21,197,Tea,998,20-Apr-12
Neyveli,26.16211094,61.97787559,4.911637119,227.9964223,51,9,155,Tea,1135,21-Apr-12
Natham,24.92053971,57.57147398,4.935978207,246.7881984,103,?,103,Tea,503,22-Apr-12
Nannilam,,57.85413835,4.880839873,239.653142,79,6,181,Tea,491,23-Apr-12
Nanguneri,24.63301639,57.46002044,4.831051099,196.3929842,107,19,194,Tea,621,24-Apr-12
Namakkal,24.82876708,59.91018098,4.83559204,241.371506,103,41,194,Tea,142,25-Apr-12
Nagercoil,28.63272314,61.42790049,4.762332881,228.3346634,108,23,184,Tea,11,26-Apr-12
Nagapattinam,27.88531124,64.56730457,4.562971903,236.1903173,65,15,185,Tea,1,27-Apr-12
Mylapore,22.95649075,63.8120111,4.929663336,232.0792469,99,?,179,Tea,5,28-Apr-12
Musiri,23.43413634,58.74017179,4.856532429,154.4017889,104,19,161,Tea,14,29-Apr-12
Mudhukulathur,25.81561019,61.37751661,4.907115439,170.8665609,61,11,198,Tea,30,30-Apr-12
Modakkurichi,22.82587592,61.79043699,4.885462602,170.1582771,103,?,191,Tea,300,1-May-12
Mettur,27.43109952,64.57668344,4.789136792,224.6921507,125,19,138,Tea,446,2-May-12
Mettupalayam,25.49583067,63.75560295,4.667711473,191.8480038,?,19,192,Tea,688,3-May-12
Melur,25.23330096,61.7974651,4.612578977,200.4758668,59,10,183,Tea,826,4-May-12
Mayiladuthurai,25.37964719,58.53509654,4.967554099,155.8722042,74,7,184,Tea,768,5-May-12
Mannargudi,24.49615147,55.39114587,4.9940762,244.9762415,63,16,165,Tea,683,6-May-12
Manapaarai,22.21957062,62.75839766,4.959787104,151.012989,109,18,103,Tea,734,7-May-12
Manamadurai,24.35912895,59.09236649,4.75307832,176.4064162,106,21,179,Tea,848,8-May-12
Manachanallur,22.97874764,58.6037806,4.769261359,244.4469947,99,19,195,Tea,578,9-May-12
Mailam,28.68448867,62.02982437,,179.0622137,74,14,180,Tea,1226,10-May-12
Maduravoyal,25.48662848,61.7437838,4.933758228,190.0583321,119,?,184,Tea,1373,11-May-12
Maduranthakam,24.58711374,55.79821052,4.7956601,187.2205321,99,25,184,Tea,1279,12-May-12
Madurai West,27.16597098,58.21527912,4.750591271,153.199434,68,?,103,Tea,1171,13-May-12
Madurai South,23.14542227,63.21390458,4.510812068,174.9286235,113,9,146,Tea,1257,14-May-12
Madurai North,23.0978878,58.27703336,4.809708367,242.5840596,69,15,160,Tea,1464,15-May-12
Madurai East,25.00948256,62.15526779,4.547006971,210.8341183,65,10,175,Tea,1411,16-May-12
Madurai Central,21.05138829,62.2083503,4.926585137,222.6514978,74,?,194,Tea,1347,17-May-12
Madavaram,21.60764431,62.21291774,4.826208676,223.1767951,68,13,133,Tea,469,18-May-12
Madathukulam,24.32719167,55.84027641,4.956920312,202.281286,121,35,194,Tea,112,19-May-12
Lalgudi,23.17241347,57.27057336,4.966652074,191.6467782,99,10,295,Tea,4,20-May-12
Kurinjipadi,25.52732531,60.54989237,4.529971744,248.3276786,59,8,91,Tea,3,21-May-12
Kunnam,27.20376501,61.33330267,4.56939015,185.8214899,80,9,39,Tea,11,22-May-12
Kumbakonam,27.18322079,56.97878739,4.584185032,222.5623406,95,?,171,Tea,14,23-May-12
Kumarapalayam,22.33596032,62.21735425,4.960493019,202.7590728,54,10,149,Tea,47,24-May-12
Kulithalai,25.56004209,55.05834563,4.83529333,247.1716684,110,9,118,Tea,183,25-May-12
Krishnarayapuram,24.05775804,58.71079757,4.57072475,205.6346664,96,23,150,Tea,509,26-May-12
Krishnagiri,27.59571441,57.56746527,4.908469428,179.5213033,103,13,194,Tea,615,27-May-12
Kovilpatti,21.27072766,57.31785638,4.557047544,198.6421842,79,10,104,Tea,956,28-May-12
Kolathur,26.28182526,,4.541489179,199.2348307,71,13,155,Tea,904,29-May-12
Kinathukadavu,22.98078406,61.52453952,4.849309052,155.1002465,56,10,169,Tea,983,30-May-12
Kilvelur,26.20075207,64.98556519,4.619012059,188.0693552,76,10,171,Tea,1026,31-May-12
Kilpennathur,26.10860148,64.38723123,4.788282676,179.4804049,91,15,161,Tea,1121,1-Jun-12
Killiyoor,24.37323193,58.85450806,4.93413003,179.1352379,79,14,144,Tea,957,2-Jun-12
Kavundampalayam,45.38352611,12.81876216,5.932240602,45.7523396,91,16,195,millet,1405,3-Jun-12
Kattumannarkoil,45.12259476,13.87064234,6.484499631,38.19865734,103,22,164,millet,1489,4-Jun-12
Katpadi,41.83652013,13.37757959,6.959946447,48.42160918,94,9,198,millet,1215,5-Jun-12
Karur,45.24994923,11.49326561,7.534578201,35.19431212,66,15,149,millet,1267,6-Jun-12
Karaikudi,40.31763988,12.85586494,7.568202493,44.21309767,59,?,160,millet,1098,7-Jun-12
Kanniyakumari,45.99873995,13.10201951,6.76920064,37.96716357,126,57,195,millet,1285,8-Jun-12
Kangayam,43.43755917,10.20357223,7.811359215,36.61361235,95,?,181,millet,1132,9-Jun-12
Kancheepuram,49.51043695,11.22912477,6.700555932,48.49348171,53,13,95,millet,984,10-Jun-12
Kallakurichi,43.30667836,11.77588145,5.783503945,39.10973483,?,?,104,millet,445,11-Jun-12
Kalasapakkam,45.19657149,12.2158747,7.050946209,41.83810956,126,79,160,millet,54,12-Jun-12
Kadayanallur,41.1918356,14.48979781,5.973094368,38.99785201,94,25,174,millet,7,13-Jun-12
K. V. Kuppam,43.34991463,13.70360342,7.571945841,42.97811956,113,25,194,millet,12,14-Jun-12
Jolarpet,49.87673602,15.49100816,6.912345828,39.40150564,113,?,198,millet,18,15-Jun-12
Jayankondam,40.44240021,11.93478976,6.144431259,42.85228483,124,23,184,millet,5,16-Jun-12
Hosur,43.06789439,15.35182165,5.950113412,48.81272971,69,11,174,millet,21,17-Jun-12
Harur,48.50763857,10.98982094,6.933461558,49.57322707,91,19,169,millet,61,18-Jun-12
Harbour,44.15239311,11.7520485,6.902881054,48.81060057,59,8,?,millet,150,19-Jun-12
Gummidipoondi,43.4095322,,7.682452698,48.53707635,59,10,171,millet,272,20-Jun-12
Gudiyattam,46.46106813,10.49877523,6.930533723,47.28103458,113,19,118,millet,527,21-Jun-12
Gudalur,48.4240046,10.09410906,5.699411827,45.34961336,51,9,99,millet,751,22-Jun-12
Gobichettipalayam,47.80136389,11.19576631,6.429415662,44.93497124,65,9,119,millet,658,23-Jun-12
Gingee,47.31098623,11.84956674,7.778027395,44.36751704,121,25,81,millet,563,24-Jun-12
Gangavalli,40.42716839,14.11184194,6.194821258,41.60227033,54,7,113,millet,766,25-Jun-12
Gandharvakottai,40.898423,11.44708224,6.789839515,44.7921064,65,58,126,millet,513,26-Jun-12
Erode (West),44.12226723,14.2759221,6.73398071,42.18667806,95,7,194,millet,716,27-Jun-12
Erode (East),42.73357643,14.82902619,7.037725215,43.50850561,71,63,165,millet,702,28-Jun-12
Egmore,40.20388328,12.20664416,7.992859092,45.95696539,85,21,139,millet,556,29-Jun-12
Edapadi,40.13607173,15.25265205,5.615310268,35.47153383,113,25,175,millet,429,30-Jun-12
Dr. Radhakrishnan Nagar,49.75607785,11.86226218,6.466714498,41.79590493,76,10,103,millet,371,1-Jul-12
Dindigul,43.93224402,12.37513875,7.872163956,43.79481255,60,10,154,millet,428,2-Jul-12
Dharmapuri,44.04055886,11.06905071,6.95736224,48.27311688,55,13,58,millet,532,3-Jul-12
Dharapuram,49.61514501,15.33215292,5.731734188,39.78082213,109,19,108,millet,369,4-Jul-12
Cumbum,40.39941626,14.146757,6.306972947,43.68493722,100,18,198,millet,156,5-Jul-12
Cuddalore,40.1546,10.57269602,6.076911641,40.21760436,108,?,169,millet,23,6-Jul-12
Coonoor,44.06757102,10.65747963,5.635006473,35.4347949,84,16,200,millet,6,7-Jul-12
Colachal,46.14731883,12.21381384,7.216420018,46.06744344,129,23,200,millet,7,8-Jul-12
Coimbatore North,46.42017709,14.91813537,,40.96391853,113,22,200,millet,5,9-Jul-12
Coimbatore (South),,13.20674411,7.445298773,44.89945087,76,11,113,millet,8,10-Jul-12
Chidambaram,48.13355759,10.12391552,7.842984105,47.1163263,103,10,169,millet,14,11-Jul-12
Cheyyur,44.29982099,10.08689038,6.842972154,48.08258327,66,9,176,millet,35,12-Jul-12
Cheyyar,44.08530559,14.98193344,5.809661553,38.89011641,113,23,149,millet,176,13-Jul-12
Chepauk-Thiruvallikeni,41.27589067,11.3517338,6.432162184,40.44662963,95,15,191,millet,242,14-Jul-12
Chengam,49.08184524,12.21658122,7.060679689,48.8217795,118,19,199,millet,432,15-Jul-12
Chengalpattu,44.67292003,15.39053375,7.926295426,41.67104849,118,15,195,millet,454,16-Jul-12
Bodinayakanur,46.55001415,12.14300827,6.595995311,49.42205338,84,10,198,millet,640,17-Jul-12
Bhuvanagiri,44.22336093,13.75835809,6.290580352,40.70878489,91,?,194,millet,652,18-Jul-12
Bhavanisagar,46.77775839,15.22339767,6.725589656,39.41925519,51,9,194,millet,846,19-Jul-12
Bhavani,45.6374671,11.19524988,7.341612619,36.522037,98,?,160,millet,838,20-Jul-12
Bargur,40.20716241,15.23034852,5.998226799,43.46383783,103,13,194,millet,1070,21-Jul-12
Avanashi,41.77277819,13.99342761,5.739825857,47.73897129,55,8,198,millet,1196,22-Jul-12
Avadi,42.734953,10.92249557,7.807061597,39.24284556,113,?,149,millet,1259,23-Jul-12
Attur,45.10663268,10.62509408,6.403198628,46.87113258,51,10,199,millet,820,24-Jul-12
Athoor,41.48692887,14.39693316,5.723148495,45.35455961,64,13,171,millet,953,25-Jul-12
Aruppukkottai,40.48200586,13.15089404,5.915422023,38.04847719,65,25,194,millet,1058,26-Jul-12
Ariyalur,49.28474862,13.36601682,7.756610886,47.96847506,84,10,195,millet,878,27-Jul-12
Arcot,41.52268511,11.82784658,7.157569534,39.98271574,94,8,155,millet,842,28-Jul-12
Aravakurichi,41.72885654,15.24298284,5.626288256,,108,23,185,millet,300,29-Jul-12
Aranthangi,44.05589427,13.99241334,6.335715911,35.19407768,75,25,198,millet,1,30-Jul-12
Arani,46.10006092,12.8617614,7.786521887,49.41114147,109,16,185,millet,6,31-Jul-12
Arakkonam,,11.99457876,6.056057095,44.19796231,113,13,169,millet,11,1-Aug-12
Anthiyur,45.11604889,10.97597718,6.219666635,48.80763104,94,8,169,millet,21,2-Aug-12
Anna Nagar,47.43602009,15.00651263,7.316562005,42.91170851,75,9,185,millet,20,3-Aug-12
Andipatti,43.23043616,14.61906656,5.787205654,41.10898552,75,13,194,millet,193,4-Aug-12
Anaikattu,42.72931618,15.33494645,6.308041494,41.37464257,124,8,143,millet,674,5-Aug-12
Ambur,47.17536994,13.13000889,7.052476766,38.15003963,101,36,165,millet,929,6-Aug-12
Ambattur,45.01717421,10.34278151,6.570755206,39.14138782,73,11,154,millet,1264,7-Aug-12
Ambasamudram,42.78552372,13.08763509,6.20190161,38.26134496,97,75,144,millet,1202,8-Aug-12
Alangulam,49.91822378,12.53951867,6.821803658,41.12093404,113,21,155,millet,1124,9-Aug-12
Alangudi,42.38178521,10.62689664,6.483166429,48.76606134,75,9,108,millet,1422,10-Aug-12
Alandur,44.88879793,15.40488033,7.555045168,40.37012963,84,9,?,millet,1728,11-Aug-12
Yercaud,44.07676357,12.5618229,6.859273031,,104,23,106,millet,1532,12-Aug-12
Vriddhachalam,43.36246175,14.0175366,6.790170067,39.2819445,125,28,?,millet,1703,13-Aug-12
Virugambakkam,46.45914417,11.38541276,5.792839269,48.86396451,103,13,159,millet,1664,14-Aug-12
Virudhunagar,49.72934792,10.68779921,6.222054133,42.19718993,63,9,159,millet,1663,15-Aug-12
Viralimalai,42.86390961,14.96648096,6.625793605,41.69717064,54,10,159,millet,1602,16-Aug-12
Villupuram,,12.86515141,7.671071122,40.69914027,103,20,170,millet,1535,17-Aug-12
Villivakkam,41.6776823,14.93295201,5.931055963,44.47109466,103,15,169,millet,1598,18-Aug-12
Vilavancode,46.8928142,15.44314248,5.980821953,44.9082887,103,?,166,millet,1675,19-Aug-12
Vilathikulam,44.97228167,11.19894882,7.729003585,46.07951303,74,10,179,millet,1167,20-Aug-12
Vikravandi,44.56609859,12.04319517,5.815280532,45.47689818,85,21,184,millet,410,21-Aug-12
Veppanahalli,47.62660416,14.02856794,7.847058041,35.66404116,79,10,154,millet,33,22-Aug-12
Vellore,42.96802078,12.11380828,7.488781118,42.4892623,95,9,198,millet,70,23-Aug-12
Velachery,46.57247892,11.70405493,5.976833314,35.57642505,113,14,190,millet,16,24-Aug-12
Veerapandi,47.57373777,12.77831421,7.438667344,36.74607697,76,9,151,millet,37,25-Aug-12
Vedasandur,41.48407529,12.54385579,6.14261474,39.14722427,51,9,169,millet,74,26-Aug-12
Vedaranyam,43.92574093,12.13217106,7.022698665,38.37178316,55,9,150,millet,541,27-Aug-12
Vasudevanallur,49.47097243,10.03699714,5.712242811,37.86881506,113,13,183,millet,891,28-Aug-12
Vanur,43.79902948,14.78016453,6.533612513,40.80521556,110,12,183,millet,874,29-Aug-12
Vaniyambadi,49.43265615,14.16331094,7.64917813,,71,14,103,millet,771,30-Aug-12
Vandavasi,43.4420885,14.17417993,7.948306898,41.07054193,53,6,191,millet,713,31-Aug-12
Valparai,,12.13177603,6.295161269,36.20042754,109,13,181,millet,583,1-Sep-12
Uthiramerur,48.63447551,13.8657846,7.162237183,47.68925213,98,21,179,millet,452,2-Sep-12
Uthangarai,44.38307214,13.65128468,7.475501016,38.96962965,69,12,?,millet,259,3-Sep-12
Usilampatti,40.92030901,10.0340484,7.567840029,44.22161999,50,9,103,millet,142,4-Sep-12
Ulundurpettai,48.7952637,10.50313106,7.881370998,39.09945134,59,8,160,millet,156,5-Sep-12
Udumalaipettai,43.52038668,13.26718427,7.154692752,40.1026225,110,10,155,millet,216,6-Sep-12
Udhagamandalam,47.03538939,11.84530491,7.808002381,41.31443237,98,14,113,millet,150,7-Sep-12
Tittakudi,48.44654619,10.88759897,5.803526182,38.5207736,113,13,193,millet,39,8-Sep-12
Tiruvannamalai,46.50038918,12.44150499,7.686214156,47.05551318,98,7,144,millet,27,9-Sep-12
Tiruvaikuntam,46.51582225,11.44218515,6.69891702,49.68143256,55,9,103,millet,35,10-Sep-12
Tiruvadanai,22.61359953,63.69070564,5.749914421,87.75953857,95,13,160,maize,3,11-Sep-12
Tiruttani,26.10018422,71.57476937,6.931756558,102.2662445,99,21,110,maize,6,12-Sep-12
Tiruppur (South),23.55882094,71.59351368,6.657964753,66.71995467,94,23,174,maize,7,13-Sep-12
Tiruppur (North),19.97215954,57.68272924,6.596060648,60.65171481,?,23,150,maize,1,14-Sep-12
"Tiruppattur, Sivaganga",18.47891261,62.69503871,5.970458434,65.43835393,69,13,164,maize,5,15-Sep-12
"Tirupattur, Vellore",21.77689322,57.80840636,6.158830619,102.0861694,74,9,187,maize,6,16-Sep-12
